param_value,value,value_std,time,time_std
0.3,66549.378,18672.330243222885,0.01778388023376465,0.00023029729150247328
0.5,67153.53,9800.96678111705,0.01785750389099121,0.00016966080516813182
0.7,69612.614,9665.938041387608,0.017966794967651366,0.0001913999287432131
0.9,92011.564,3554.546197041757,0.017746543884277342,0.00019474140460214995
